DATAFLOW,FREQ,ADJUSTMENT,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,REF_YEAR_PRICE,BASE_PER,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,B11,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,413,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P71,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,14412,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P62,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,6586,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P7,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,21272,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P61,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,15099,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,B1GQ,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,56329,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P72,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,6860,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P6,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q3,21685,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,B11,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,-21,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P71,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,14623,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P62,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,6858,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P7,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,21440,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P61,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,14561,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,B1GQ,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,57100,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P72,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,6817,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P6,_Z,_Z,_Z,XDC,V,N,T0102,2017-Q4,21419,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,B1GQ,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,55378,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,B11,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,-11,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P71,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,15340,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P7,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,22551,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P61,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,15766,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,B1GQ,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,57599,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P72,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,7211,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P6,_Z,_Z,_Z,XDC,V,N,T0102,2018-Q1,22540,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2004-Q3,37171,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2004-Q4,39288,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2005-Q1,36833,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2005-Q1,38620,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2005-Q2,39190,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2005-Q3,39750,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2005-Q3,39582,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2005-Q4,41734,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2005-Q4,40287,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2006-Q1,39468,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2011-Q1,46589,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2011-Q1,48817,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2011-Q2,49883,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2011-Q2,49798,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2011-Q3,49461,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2011-Q3,49397,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2011-Q4,50823,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2012-Q1,50382,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2012-Q1,52356,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2012-Q2,50738,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2016-Q4,57509,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2016-Q4,55511,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2017-Q1,52940,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2017-Q1,55701,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2017-Q2,55229,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2017-Q3,56188,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2017-Q3,56034,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2017-Q4,59352,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2017-Q4,57178,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2018-Q1,54316,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3T5,_Z,_Z,_T,XDC,V,N,T0102,2018-Q1,57238,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2004-Q3,24963,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2004-Q4,26112,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2005-Q1,24501,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2005-Q1,25589,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2005-Q2,26497,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2005-Q3,25933,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2005-Q3,26209,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2005-Q4,27293,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2005-Q4,26515,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2006-Q1,25965,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2010-Q4,33694,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2010-Q4,32522,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2011-Q1,31648,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2011-Q1,32846,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2011-Q2,34150,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2011-Q2,33701,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2011-Q3,33518,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2011-Q3,33892,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2011-Q4,34211,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2012-Q1,34129,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2012-Q1,35128,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2016-Q4,39399,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2016-Q4,38169,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q1,36490,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q1,37914,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q2,38517,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q2,38039,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q3,37853,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q3,38217,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q4,40051,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2017-Q4,38741,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2018-Q1,37348,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P41,_Z,_Z,_T,XDC,V,N,T0102,2018-Q1,38916,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2004-Q3,28055,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2004-Q4,29482,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2005-Q1,27334,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2005-Q1,28663,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2005-Q2,29704,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2005-Q3,29028,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2005-Q3,29440,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2005-Q4,30921,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2005-Q4,29793,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2006-Q1,28968,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2010-Q4,38207,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2010-Q4,36569,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2011-Q1,35375,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2011-Q1,36804,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2011-Q2,38234,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2011-Q2,37749,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2011-Q3,37296,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2011-Q3,37904,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2011-Q4,38271,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2012-Q1,38055,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2012-Q1,39278,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2012-Q2,38856,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2016-Q4,43973,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2016-Q4,42322,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2017-Q1,40394,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2017-Q1,41998,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2017-Q2,42156,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2017-Q3,41902,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2017-Q3,42443,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2017-Q4,44625,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2017-Q4,42920,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,P3,_Z,_Z,_T,XDC,V,N,T0102,2018-Q1,41423,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2004-Q3,432,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2004-Q4,184,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2005-Q1,271,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2005-Q1,490,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2005-Q2,981,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2005-Q3,-665,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2005-Q3,-28,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2005-Q4,38,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2005-Q4,-465,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2006-Q1,40,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2010-Q4,-97,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2010-Q4,285,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2011-Q1,852,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2011-Q1,-29,,,F,1,A,6,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,N,FIN,S1,S1,YA0,_Z,_Z,_Z,XDC,V,N,T0102,2011-Q2,458,,,F,1,A,6,EUR
